ID_MARKET,LM_TNAME,LM_ENAME,CODE_ID,GROUP_ID,GROUP_TNAM,GROUP_ENAM,ADMIN_CODE,TAM_CODE,TAM_TNAME,TAM_ENAME,AMP_CODE,AMP_TNAME,AMP_ENAME,PROV_CODE,PROV_TNAME,PROV_ENAME,REG_CODE,REG_TNAME,REG_ENAME,POSTCOD,CNTRY_CODE,CNTRY_TNAM,CNTRY_ENAM,LAT,LONG
70858,ตลาดนครไทย,Talat Nakhon Thai,14000,14,ตลาด,Market,6604011901,1,บางคอแหลม,Bang Kho Laem,19,บางคอแหลม,Bang Kho Laem,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10120,66,ไทย,Thailand,13.697929,100.498242
12058,ตลาดเจริญทรัพย์,Charoensub Market,14000,14,ตลาด,Market,6604012001,1,บางแค,Bang Khae,20,บางแค,Bang Khae,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10160,66,ไทย,Thailand,13.69515,100.421152
12061,ตลาดใหม่บางแค,New Bang Khae Market,14000,14,ตลาด,Market,6604012001,1,บางแค,Bang Khae,20,บางแค,Bang Khae,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10160,66,ไทย,Thailand,13.711675,100.424489
12062,ตลาดทวีทรัพย์,Thawesap Market,14000,14,ตลาด,Market,6604012001,1,บางแค,Bang Khae,20,บางแค,Bang Khae,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10160,66,ไทย,Thailand,13.711761,100.425031
70881,ตลาดเมืองทอง,Talat Mueang Thong,14000,14,ตลาด,Market,6604012001,1,บางแค,Bang Khae,20,บางแค,Bang Khae,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10160,66,ไทย,Thailand,13.711697,100.424928
12060,ตลาดสดสินเนรมิต (หมู่บ้านเศรษฐกิจ),Sinneramit Food Market (Setthakit Village),14000,14,ตลาด,Market,6604012002,2,บางแคเหนือ,Bang Khae Nuea,20,บางแค,Bang Khae,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10160,66,ไทย,Thailand,13.71963,100.374407
12063,ตลาดใหม่ม.เศรษฐกิจ,Muban Settakit Market,14000,14,ตลาด,Market,6604012002,2,บางแคเหนือ,Bang Khae Nuea,20,บางแค,Bang Khae,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10160,66,ไทย,Thailand,13.719587,100.374774
12136,ตลาดบางจาก,Bang Chak Market,14000,14,ตลาด,Market,6604013101,1,บางจาก,Bang Chak,31,พระโขนง,Phasi Charoen,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10260,66,ไทย,Thailand,13.699354,100.604887
12048,ตลาดบางซ่อน,Bangson Market,14000,14,ตลาด,Market,6604012101,1,บางซื่อ,Bang Sue,21,บางซื่อ,Bang Sue,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10800,66,ไทย,Thailand,13.822027,100.532097
12049,ตลาดศูนย์การค้าประชาชื่น,Prachachun Center Market,14000,14,ตลาด,Market,6604012101,1,บางซื่อ,Bang Sue,21,บางซื่อ,Bang Sue,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10800,66,ไทย,Thailand,13.811398,100.533661
12050,ตลาดบางซื่อ,Bangsue Market,14000,14,ตลาด,Market,6604012101,1,บางซื่อ,Bang Sue,21,บางซื่อ,Bang Sue,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10800,66,ไทย,Thailand,13.800036,100.534016
12051,ตลาดเกียกกาย,Klak Kai Market,14000,14,ตลาด,Market,6604012101,1,บางซื่อ,Bang Sue,21,บางซื่อ,Bang Sue,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10800,66,ไทย,Thailand,13.800033,100.521092
12052,ตลาดมณีพิมาน,Mani Phiman Market,14000,14,ตลาด,Market,6604012101,1,บางซื่อ,Bang Sue,21,บางซื่อ,Bang Sue,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10800,66,ไทย,Thailand,13.80583,100.531734
12053,ตลาดบางโพ,Bang Po Market,14000,14,ตลาด,Market,6604012101,1,บางซื่อ,Bang Sue,21,บางซื่อ,Bang Sue,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10800,66,ไทย,Thailand,13.806547,100.522207
70883,ตลาดรามอินทรา,Talat Ramindra,14000,14,ตลาด,Market,6604012101,1,บางซื่อ,Bang Sue,21,บางซื่อ,Bang Sue,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10800,66,ไทย,Thailand,13.799996,100.534066
12137,ตลาดอุดมสุข,Udomsuk Market,14000,14,ตลาด,Market,6604012201,1,บางนา,Bang Na,22,บางนา,Bang Na,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10260,66,ไทย,Thailand,13.680282,100.610456
12142,ตลาดสี่แยกบางนา,Siyaek Bang Na Market,14000,14,ตลาด,Market,6604012201,1,บางนา,Bang Na,22,บางนา,Bang Na,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10260,66,ไทย,Thailand,13.672732,100.605324
12143,ตลาดสดลาซาล 2000,Lasalle 2000 Food Market,14000,14,ตลาด,Market,6604012201,1,บางนา,Bang Na,22,บางนา,Bang Na,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10260,66,ไทย,Thailand,13.663453,100.616336
12144,ตลาดดวงพลอย,Duangploy Market,14000,14,ตลาด,Market,6604012201,1,บางนา,Bang Na,22,บางนา,Bang Na,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10260,66,ไทย,Thailand,13.662856,100.618563
42830,ตลาดทุ่งสาธิต,Thung Sathit Market,14000,14,ตลาด,Market,6604012201,1,บางนา,Bang Na,22,บางนา,Bang Na,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10260,66,ไทย,Thailand,13.683884,100.611413
70884,ตลาดรุ่งอรุณ,Talat Rung Arun,14000,14,ตลาด,Market,6604012201,1,บางนา,Bang Na,22,บางนา,Bang Na,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10260,66,ไทย,Thailand,13.675989,100.589821
70885,ตลาดลาซาล 2000,Talat La San 2000,14000,14,ตลาด,Market,6604012201,1,บางนา,Bang Na,22,บางนา,Bang Na,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10260,66,ไทย,Thailand,13.672745,100.605357
70886,ตลาดลาดพร้าว สะพาน 2,Talat Lat Phrao Saphan 2,14000,14,ตลาด,Market,6604012201,1,บางนา,Bang Na,22,บางนา,Bang Na,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10260,66,ไทย,Thailand,13.678315,100.610164
70887,ตลาดลานบุญ,Talat Lan Bun,14000,14,ตลาด,Market,6604012201,1,บางนา,Bang Na,22,บางนา,Bang Na,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10260,66,ไทย,Thailand,13.683794,100.619499
70913,ตลาดสุคนธสวัสดิ์,Talat Su Khontha Sawat,14000,14,ตลาด,Market,6604012201,1,บางนา,Bang Na,22,บางนา,Bang Na,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10260,66,ไทย,Thailand,13.678287,100.610558
70914,ตลาดเสรีมาร์เก็ต,Talat Seri Maket,14000,14,ตลาด,Market,6604012201,1,บางนา,Bang Na,22,บางนา,Bang Na,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10260,66,ไทย,Thailand,13.663291,100.616352
70915,ตลาดแสงกาญจนวานิช,Talat Saeng Kanchana Wanit,14000,14,ตลาด,Market,6604012201,1,บางนา,Bang Na,22,บางนา,Bang Na,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10260,66,ไทย,Thailand,13.662795,100.618565
12031,ตลาดสดปิ่นทอง,Pinthong Food Market,14000,14,ตลาด,Market,6604012301,1,บางบอน,Bang Bon,23,บางบอน,Bang Bon,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10150,66,ไทย,Thailand,13.683274,100.440015
12065,ตลาดสดดี.เค.,D.K. Food Market,14000,14,ตลาด,Market,6604012301,1,บางบอน,Bang Bon,23,บางบอน,Bang Bon,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10150,66,ไทย,Thailand,13.651084,100.407113
42812,ตลาดศิริชัยบางบอน,Sirichai Bangbon Market,14000,14,ตลาด,Market,6604012301,1,บางบอน,Bang Bon,23,บางบอน,Bang Bon,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10150,66,ไทย,Thailand,13.672799,100.427087
42813,ตลาดเอกชัย,Ekachai Market,14000,14,ตลาด,Market,6604012301,1,บางบอน,Bang Bon,23,บางบอน,Bang Bon,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10150,66,ไทย,Thailand,13.674853,100.426576
42814,สุขสวัสดีตลาดใหม่บางบอน,Suksawasdee New Bangbon Market,14000,14,ตลาด,Market,6604012301,1,บางบอน,Bang Bon,23,บางบอน,Bang Bon,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10150,66,ไทย,Thailand,13.674363,100.424417
70888,ตลาดลำสาลี,Talat Lam Sali,14000,14,ตลาด,Market,6604012301,1,บางบอน,Bang Bon,23,บางบอน,Bang Bon,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10150,66,ไทย,Thailand,13.674895,100.426607
70889,ตลาดวงเวียนใหญ่ตอนใต้,Talat Wongwian Yai Ton Tai,14000,14,ตลาด,Market,6604012301,1,บางบอน,Bang Bon,23,บางบอน,Bang Bon,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10150,66,ไทย,Thailand,13.673282,100.426846
12043,ตลาดนัดรถยนต์ทานชาติ,Thannachat Car Market,14000,14,ตลาด,Market,6604012401,1,บางบำหรุ,Bang Bamru,24,บางพลัด,Bang Phlat,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10700,66,ไทย,Thailand,13.785194,100.491522
12044,ตลาดบางพัฒนา,Bangphatthana Market,14000,14,ตลาด,Market,6604012401,1,บางบำหรุ,Bang Bamru,24,บางพลัด,Bang Phlat,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10700,66,ไทย,Thailand,13.783907,100.489989
12046,ตลาดวัดรวก,Wat Ruak Market,14000,14,ตลาด,Market,6604012401,1,บางบำหรุ,Bang Bamru,24,บางพลัด,Bang Phlat,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10700,66,ไทย,Thailand,13.780984,100.484825
70859,ตลาดนางลิ้นจี่,Talat Nang Linchi,14000,14,ตลาด,Market,6604012401,1,บางบำหรุ,Bang Bamru,24,บางพลัด,Bang Phlat,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10700,66,ไทย,Thailand,13.783881,100.490076
42807,ตลาดสดบางปะกอก,Bangpakok Market,14000,14,ตลาด,Market,6604013701,1,บางปะกอก,Bang Pakok,37,ราษฎร์บูรณะ,Rat Burana,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10140,66,ไทย,Thailand,13.67777,100.500111
42808,ตลาดบางปะกอก,Bang Pha Kok Market,14000,14,ตลาด,Market,6604013701,1,บางปะกอก,Bang Pakok,37,ราษฎร์บูรณะ,Rat Burana,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10140,66,ไทย,Thailand,13.678346,100.499982
42832,ตลาดวัดราษฎร์บูรณะ,Wat Rat Burana Market,14000,14,ตลาด,Market,6604013701,1,บางปะกอก,Bang Pakok,37,ราษฎร์บูรณะ,Rat Burana,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10140,66,ไทย,Thailand,13.682395,100.503068
70844,ตลาดเคหะชุมชนรามคำแหง,Talat Kheha Chumchon Ramkhamhaeng,14000,14,ตลาด,Market,6604011005,5,บางพรม,Bang Phrom,10,ตลิ่งชัน,Taling Chan,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10170,66,ไทย,Thailand,13.747396,100.438185
70891,ตลาดวัฒนานันท์,Talat Watthana Nan,14000,14,ตลาด,Market,6604012402,2,บางพลัด,Bang Phlat,24,บางพลัด,Bang Phlat,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10700,66,ไทย,Thailand,13.791322,100.501957
12177,ตลาดสดบางโพงพาง,Bang Phongphang Market,14000,14,ตลาด,Market,6604013502,2,บางโพงพาง,Bang Phongphang,35,ยานนาวา,Yannawa,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10120,66,ไทย,Thailand,13.679631,100.531875
12178,ตลาดบางโพงพาง,Bang Phong Phang Market,14000,14,ตลาด,Market,6604013502,2,บางโพงพาง,Bang Phongphang,35,ยานนาวา,Yannawa,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10120,66,ไทย,Thailand,13.679976,100.532249
12179,ตลาดวัดดอกใหม่,Wat Dok Mai Market,14000,14,ตลาด,Market,6604013502,2,บางโพงพาง,Bang Phongphang,35,ยานนาวา,Yannawa,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10120,66,ไทย,Thailand,13.684659,100.526839
12176,ตลาดสดวัดดอกไม้,Wat Dokmai Market,14000,14,ตลาด,Market,6604013502,2,บางโพงพาง,Bang Phongphang,35,ยานนาวา,Yannawa,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10120,66,ไทย,Thailand,13.684469,100.526485
70864,ตลาดบางกะปิ,Talat Bang Kapi,14000,14,ตลาด,Market,6604013502,2,บางโพงพาง,Bang Phongphang,35,ยานนาวา,Yannawa,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10120,66,ไทย,Thailand,13.679572,100.531979
12032,ตลาดโค้งหวังเต๊ะ,Khong Wang Te Market,14000,14,ตลาด,Market,6604011202,2,บางมด,Bang Mot,12,ทุ่งครุ,Thung Khru,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10140,66,ไทย,Thailand,13.645677,100.498164
12033,ตลาดใหม่ประชาอุทิศ61,Pracha Uthit 61 New Market,14000,14,ตลาด,Market,6604011202,2,บางมด,Bang Mot,12,ทุ่งครุ,Thung Khru,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10140,66,ไทย,Thailand,13.645288,100.499779
12036,ตลาดโพธิ์ทอง,Phothong Market,14000,14,ตลาด,Market,6604010604,4,บางมด,Bang Mot,6,จอมทอง,Chom Thong,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10150,66,ไทย,Thailand,13.681565,100.478989
12045,ตลาดกรุงธน,Krung Thon Market,14000,14,ตลาด,Market,6604012403,3,บางยี่ขัน,Bang Yi Khan,24,บางพลัด,Bang Phlat,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10700,66,ไทย,Thailand,13.783751,100.495619
12047,ตลาดพงษ์ทรัพย์,Phong Sap Market,14000,14,ตลาด,Market,6604012403,3,บางยี่ขัน,Bang Yi Khan,24,บางพลัด,Bang Phlat,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10700,66,ไทย,Thailand,13.778929,100.487173
70890,ตลาดวงศกร,Talat Wongsakon,14000,14,ตลาด,Market,6604012403,3,บางยี่ขัน,Bang Yi Khan,24,บางพลัด,Bang Phlat,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10700,66,ไทย,Thailand,13.783774,100.495463
12146,ตลาดสดวัดกลาง,Wat Klang Market,14000,14,ตลาด,Market,6604011302,2,บางยี่เรือ,Bang Yi Ruea,13,ธนบุรี,Thon Buri,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10600,66,ไทย,Thailand,13.723094,100.481
12153,ตลาดศรีธน,Sri Thon Market,14000,14,ตลาด,Market,6604011302,2,บางยี่เรือ,Bang Yi Ruea,13,ธนบุรี,Thon Buri,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10600,66,ไทย,Thailand,13.723638,100.48471
12154,ตลาดเสสะเวช,Sesawet Market,14000,14,ตลาด,Market,6604011302,2,บางยี่เรือ,Bang Yi Ruea,13,ธนบุรี,Thon Buri,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10600,66,ไทย,Thailand,13.725434,100.486975
12155,ตลาดบางยี่เรือ,Bang Yi Rua Market,14000,14,ตลาด,Market,6604011302,2,บางยี่เรือ,Bang Yi Ruea,13,ธนบุรี,Thon Buri,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10600,66,ไทย,Thailand,13.72647,100.489487
70871,ตลาดพัฒนาการ,Talat Phatthanakan,14000,14,ตลาด,Market,6604011302,2,บางยี่เรือ,Bang Yi Ruea,13,ธนบุรี,Thon Buri,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10600,66,ไทย,Thailand,13.722979,100.480825
70845,ตลาดเคหะออเงิน,Talat Kheha O Ngoen,14000,14,ตลาด,Market,6604011006,6,บางระมาด,Bang Ramat,10,ตลิ่งชัน,Taling Chan,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10170,66,ไทย,Thailand,13.762441,100.415974
12077,ตลาดหลวง,Luang Market,14000,14,ตลาด,Market,6604012501,1,บางรัก,Bang Rak,25,บางรัก,Bang Rak,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10500,66,ไทย,Thailand,13.720991,100.515479
12163,ตลาดเจริญนคร,Charoen Nakhon Market,14000,14,ตลาด,Market,6604010203,3,บางลำภูล่าง,Bang Lamphu Lang,2,คลองสาน,Khlong San,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10600,66,ไทย,Thailand,13.709722,100.497092
12041,ตลาดสดชัยฉิมพลีพลาซ่า,Chaichimphli Plaza Market,14000,14,ตลาด,Market,6604013305,5,บางแวก,Bang Waek,33,ภาษีเจริญ,Phasi Charoen,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10160,66,ไทย,Thailand,13.736735,100.433188
70898,ตลาดศรีดินแดง,Talat Si Dindaeng,14000,14,ตลาด,Market,6604013305,5,บางแวก,Bang Waek,33,ภาษีเจริญ,Phasi Charoen,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10160,66,ไทย,Thailand,13.736798,100.432981
12042,ตลาดซอย52,Soi 52 Market,14000,14,ตลาด,Market,6604013306,6,บางหว้า,Bang Wa,33,ภาษีเจริญ,Phasi Charoen,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10160,66,ไทย,Thailand,13.715043,100.437967
12055,ตลาดพรานนก,Phran Nok Market,14000,14,ตลาด,Market,6604011403,3,บ้านช่างหล่อ,Ban Chang Lo,14,บางกอกน้อย,Bangkok Noi,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10700,66,ไทย,Thailand,13.755115,100.478463
70857,ตลาดธนะสิน,Talat Thana Sin,14000,14,ตลาด,Market,6604011403,3,บ้านช่างหล่อ,Ban Chang Lo,14,บางกอกน้อย,Bangkok Noi,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10700,66,ไทย,Thailand,13.754978,100.478501
11969,ตลาดศรีวรจักร,Sriworachak Market,14000,14,ตลาด,Market,6604012902,2,บ้านบาตร,Ban Bat,29,ป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10100,66,ไทย,Thailand,13.74879,100.507123
12013,ตลาดนานา,Nana Market,14000,14,ตลาด,Market,6604013204,4,บ้านพานถม,Ban Phan Thom,32,พระนคร,Phra Nakhon,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10200,66,ไทย,Thailand,13.76269,100.49917
12152,ตลาดสามเหร่ใหม่,Sam Rae New Market,14000,14,ตลาด,Market,6604011303,3,บุคคโล,Bukkhalo,13,ธนบุรี,Thon Buri,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10600,66,ไทย,Thailand,13.712283,100.488189
12190,ตลาดสดพัฒนาการ,Phatthanakan Market,14000,14,ตลาด,Market,6604012801,1,ประเวศ,Prawet,28,ประเวศ,Prawet,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10250,66,ไทย,Thailand,13.728903,100.654238
12191,ตลาดปีนังประเวศ,Penang Prawet Market,14000,14,ตลาด,Market,6604012801,1,ประเวศ,Prawet,28,ประเวศ,Prawet,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10250,66,ไทย,Thailand,13.721703,100.697242
70861,ตลาดน้ำคลองลัดมะยม,Talatnam Khlong Lat Mayom,14000,14,ตลาด,Market,6604012801,1,ประเวศ,Prawet,28,ประเวศ,Prawet,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10250,66,ไทย,Thailand,13.728989,100.654259
12165,ตลาดเจริญศรี,Charoensri Market,14000,14,ตลาด,Market,6604013307,7,ปากคลองภาษีเจริญ,Pak Khlong Phasi Charoen,33,ภาษีเจริญ,Phasi Charoen,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10160,66,ไทย,Thailand,13.721106,100.46762
12099,ตลาดเมืองนีออน,Muang Ni-On Market,14000,14,ตลาด,Market,6604010103,3,พระโขนง,Phra Khanong,1,คลองเตย,Khlong Toei,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10110,66,ไทย,Thailand,13.712706,100.594131
12100,ตลาดกล้วยน้ำไท,Kuai Nam Thai Market,14000,14,ตลาด,Market,6604010103,3,พระโขนง,Phra Khanong,1,คลองเตย,Khlong Toei,1,กรุงเทพมหานคร,Bangkok,4,กรุงเทพฯและปริมณฑล,Circumference,10110,66,ไทย,Thailand,13.712526,100.584362
